"id";"fecha";"tipo_elem";"intensidad";"ocupacion";"carga";"vmed";"error";"periodo_integracion"
3395;"2020-06-01 00:00:00";"URB";"44";"1";"3";"0";"N";15
3395;"2020-06-01 00:15:00";"URB";"52";"1";"4";"0";"N";15
3395;"2020-06-01 00:30:00";"URB";"67";"1";"5";"0";"N";15
3395;"2020-06-01 00:45:00";"URB";"63";"1";"6";"0";"N";15
3395;"2020-06-01 01:00:00";"URB";"14";"0";"1";"0";"N";13
3395;"2020-06-01 01:15:00";"URB";"36";"1";"4";"0";"N";15
3395;"2020-06-01 01:30:00";"URB";"20";"1";"2";"0";"N";12
3395;"2020-06-01 01:45:00";"URB";"36";"1";"4";"0";"N";10
3395;"2020-06-01 02:00:00";"URB";"0";"0";"0";"0";"N";1
3395;"2020-06-01 02:30:00";"URB";"18";"1";"2";"0";"N";10
3395;"2020-06-01 02:45:00";"URB";"32";"0";"3";"0";"N";15
3395;"2020-06-01 03:00:00";"URB";"7";"0";"1";"0";"N";15
3395;"2020-06-01 03:15:00";"URB";"15";"1";"3";"0";"N";12
3395;"2020-06-01 03:30:00";"URB";"30";"1";"2";"0";"N";6
3395;"2020-06-01 03:45:00";"URB";"10";"0";"1";"0";"N";6
3395;"2020-06-01 04:00:00";"URB";"24";"1";"2";"0";"N";5
3395;"2020-06-01 04:15:00";"URB";"20";"0";"1";"0";"N";9
3395;"2020-06-01 04:30:00";"URB";"12";"0";"1";"0";"N";10
3395;"2020-06-01 04:45:00";"URB";"13";"1";"2";"0";"N";9
3395;"2020-06-01 05:30:00";"URB";"16";"1";"2";"0";"N";11
3395;"2020-06-01 06:15:00";"URB";"60";"1";"4";"0";"N";3
3395;"2020-06-01 06:30:00";"URB";"44";"0";"3";"0";"N";15
3395;"2020-06-01 06:45:00";"URB";"44";"1";"4";"0";"N";15
3395;"2020-06-01 07:00:00";"URB";"73";"1";"4";"0";"N";14
3395;"2020-06-01 07:15:00";"URB";"127";"1";"9";"0";"N";15
3395;"2020-06-01 07:30:00";"URB";"184";"2";"12";"0";"N";15
3395;"2020-06-01 07:45:00";"URB";"192";"2";"12";"0";"N";15
3395;"2020-06-01 08:00:00";"URB";"204";"3";"13";"0";"N";15
3395;"2020-06-01 08:15:00";"URB";"244";"2";"16";"0";"N";15
3395;"2020-06-01 08:30:00";"URB";"370";"4";"24";"0";"N";12
3395;"2020-06-01 08:45:00";"URB";"300";"3";"19";"0";"N";13
3395;"2020-06-01 09:00:00";"URB";"347";"4";"23";"0";"N";14
3395;"2020-06-01 09:15:00";"URB";"287";"2";"19";"0";"N";15
3395;"2020-06-01 09:30:00";"URB";"363";"4";"23";"0";"N";15
3395;"2020-06-01 09:45:00";"URB";"333";"3";"22";"0";"N";15
3395;"2020-06-01 10:00:00";"URB";"320";"4";"21";"0";"N";15
3395;"2020-06-01 10:15:00";"URB";"256";"3";"17";"0";"N";15
3395;"2020-06-01 10:30:00";"URB";"348";"4";"22";"0";"N";15
3395;"2020-06-01 10:45:00";"URB";"425";"4";"27";"0";"N";15
3395;"2020-06-01 11:00:00";"URB";"349";"4";"22";"0";"N";15
3395;"2020-06-01 11:15:00";"URB";"427";"3";"27";"0";"N";15
3395;"2020-06-01 11:30:00";"URB";"347";"4";"23";"0";"N";14
3395;"2020-06-01 11:45:00";"URB";"392";"3";"25";"0";"N";15
3395;"2020-06-01 12:00:00";"URB";"272";"3";"18";"0";"N";15
3395;"2020-06-01 12:15:00";"URB";"376";"4";"23";"0";"N";15
3395;"2020-06-01 12:30:00";"URB";"388";"5";"26";"0";"N";15
3395;"2020-06-01 12:45:00";"URB";"373";"4";"24";"0";"N";15
3395;"2020-06-01 13:00:00";"URB";"315";"3";"20";"0";"N";15
3395;"2020-06-01 13:15:00";"URB";"372";"3";"22";"0";"N";15
3395;"2020-06-01 13:30:00";"URB";"392";"5";"25";"0";"N";15
3395;"2020-06-01 13:45:00";"URB";"420";"4";"25";"0";"N";15
3395;"2020-06-01 14:00:00";"URB";"312";"2";"20";"0";"N";15
3395;"2020-06-01 14:15:00";"URB";"331";"3";"21";"0";"N";15
3395;"2020-06-01 14:30:00";"URB";"348";"4";"22";"0";"N";15
3395;"2020-06-01 14:45:00";"URB";"320";"3";"20";"0";"N";15
3395;"2020-06-01 15:00:00";"URB";"212";"2";"14";"0";"N";15
3395;"2020-06-01 15:15:00";"URB";"267";"3";"17";"0";"N";15
3395;"2020-06-01 15:30:00";"URB";"232";"1";"16";"0";"N";15
3395;"2020-06-01 15:45:00";"URB";"225";"3";"14";"0";"N";15
3395;"2020-06-01 16:00:00";"URB";"168";"1";"10";"0";"N";15
3395;"2020-06-01 16:15:00";"URB";"165";"2";"10";"0";"N";15
3395;"2020-06-01 16:30:00";"URB";"288";"3";"17";"0";"N";15
3395;"2020-06-01 16:45:00";"URB";"256";"3";"16";"0";"N";15
3395;"2020-06-01 17:00:00";"URB";"235";"2";"16";"0";"N";15
3395;"2020-06-01 17:15:00";"URB";"264";"3";"16";"0";"N";15
3395;"2020-06-01 17:30:00";"URB";"308";"4";"20";"0";"N";15
3395;"2020-06-01 17:45:00";"URB";"325";"4";"21";"0";"N";15
3395;"2020-06-01 18:00:00";"URB";"277";"3";"18";"0";"N";15
3395;"2020-06-01 18:15:00";"URB";"264";"3";"17";"0";"N";15
3395;"2020-06-01 18:30:00";"URB";"240";"2";"15";"0";"N";15
3395;"2020-06-01 18:45:00";"URB";"220";"2";"15";"0";"N";15
3395;"2020-06-01 19:00:00";"URB";"212";"3";"15";"0";"N";15
3395;"2020-06-01 19:15:00";"URB";"247";"3";"16";"0";"N";15
3395;"2020-06-01 19:30:00";"URB";"272";"3";"18";"0";"N";15
3395;"2020-06-01 19:45:00";"URB";"329";"2";"20";"0";"N";15
3395;"2020-06-01 20:00:00";"URB";"313";"4";"20";"0";"N";15
3395;"2020-06-01 20:15:00";"URB";"328";"3";"20";"0";"N";15
3395;"2020-06-01 20:30:00";"URB";"244";"3";"16";"0";"N";15
3395;"2020-06-01 20:45:00";"URB";"248";"3";"16";"0";"N";15
3395;"2020-06-01 21:00:00";"URB";"260";"2";"16";"0";"N";15
3395;"2020-06-01 21:15:00";"URB";"224";"1";"15";"0";"N";15
3395;"2020-06-01 21:30:00";"URB";"171";"3";"10";"0";"N";15
3395;"2020-06-01 21:45:00";"URB";"128";"1";"8";"0";"N";15
3395;"2020-06-01 22:00:00";"URB";"116";"1";"6";"0";"N";15
3395;"2020-06-01 22:15:00";"URB";"148";"1";"9";"0";"N";15
3395;"2020-06-01 22:30:00";"URB";"99";"1";"6";"0";"N";15
3395;"2020-06-01 22:45:00";"URB";"92";"2";"6";"0";"N";15
3395;"2020-06-01 23:00:00";"URB";"60";"1";"5";"0";"N";15
3395;"2020-06-01 23:15:00";"URB";"72";"1";"5";"0";"N";15
3395;"2020-06-01 23:30:00";"URB";"66";"1";"5";"0";"N";15
3395;"2020-06-01 23:45:00";"URB";"77";"0";"5";"0";"N";15
3395;"2020-06-02 00:00:00";"URB";"57";"1";"4";"0";"N";15
3395;"2020-06-02 00:15:00";"URB";"53";"0";"3";"0";"N";9
3395;"2020-06-02 00:30:00";"URB";"45";"2";"3";"0";"N";12
3395;"2020-06-02 00:45:00";"URB";"52";"1";"4";"0";"N";15
3395;"2020-06-02 01:00:00";"URB";"44";"0";"2";"0";"N";15
3395;"2020-06-02 01:15:00";"URB";"90";"1";"6";"0";"N";2
3395;"2020-06-02 01:30:00";"URB";"56";"1";"4";"0";"N";15
3395;"2020-06-02 01:45:00";"URB";"36";"1";"4";"0";"N";15
3395;"2020-06-02 02:00:00";"URB";"0";"0";"0";"0";"N";2
3395;"2020-06-02 02:15:00";"URB";"45";"1";"4";"0";"N";12
3395;"2020-06-02 02:30:00";"URB";"30";"1";"2";"0";"N";10
3395;"2020-06-02 02:45:00";"URB";"17";"1";"1";"0";"N";14
3395;"2020-06-02 03:00:00";"URB";"40";"1";"3";"0";"N";3
3395;"2020-06-02 03:15:00";"URB";"9";"1";"2";"0";"N";13
3395;"2020-06-02 04:15:00";"URB";"120";"1";"8";"0";"N";1
3395;"2020-06-02 04:30:00";"URB";"23";"0";"2";"0";"N";13
3395;"2020-06-02 04:45:00";"URB";"20";"1";"2";"0";"N";12
3395;"2020-06-02 05:00:00";"URB";"30";"1";"2";"0";"N";6
3395;"2020-06-02 05:15:00";"URB";"0";"0";"0";"0";"N";5
3395;"2020-06-02 05:45:00";"URB";"75";"1";"5";"0";"N";4
3395;"2020-06-02 06:00:00";"URB";"12";"0";"1";"0";"N";15
3395;"2020-06-02 06:15:00";"URB";"0";"0";"0";"0";"N";1
3395;"2020-06-02 06:30:00";"URB";"47";"1";"3";"0";"N";14
3395;"2020-06-02 06:45:00";"URB";"53";"0";"5";"0";"N";15
3395;"2020-06-02 07:00:00";"URB";"105";"1";"6";"0";"N";8
3395;"2020-06-02 07:15:00";"URB";"128";"1";"7";"0";"N";15
3395;"2020-06-02 07:30:00";"URB";"185";"2";"13";"0";"N";15
3395;"2020-06-02 07:45:00";"URB";"176";"3";"10";"0";"N";15
3395;"2020-06-02 08:00:00";"URB";"300";"4";"19";"0";"N";15
3395;"2020-06-02 08:15:00";"URB";"209";"4";"14";"0";"N";15
3395;"2020-06-02 08:30:00";"URB";"240";"3";"16";"0";"N";14
3395;"2020-06-02 08:45:00";"URB";"328";"5";"22";"0";"N";13
3395;"2020-06-02 09:00:00";"URB";"236";"3";"16";"0";"N";14
3395;"2020-06-02 09:15:00";"URB";"316";"4";"20";"0";"N";15
3395;"2020-06-02 09:30:00";"URB";"260";"3";"17";"0";"N";15
3395;"2020-06-02 09:45:00";"URB";"356";"4";"23";"0";"N";15
3395;"2020-06-02 10:00:00";"URB";"384";"4";"25";"0";"N";15
3395;"2020-06-02 10:15:00";"URB";"360";"4";"22";"0";"N";15
3395;"2020-06-02 10:30:00";"URB";"332";"3";"20";"0";"N";15
3395;"2020-06-02 10:45:00";"URB";"380";"5";"24";"0";"N";15
3395;"2020-06-02 11:00:00";"URB";"340";"3";"22";"0";"N";15
3395;"2020-06-02 11:15:00";"URB";"305";"3";"19";"0";"N";15
3395;"2020-06-02 11:30:00";"URB";"448";"5";"29";"0";"N";15
3395;"2020-06-02 11:45:00";"URB";"296";"3";"19";"0";"N";15
3395;"2020-06-02 12:00:00";"URB";"372";"4";"24";"0";"N";15
3395;"2020-06-02 12:15:00";"URB";"357";"4";"23";"0";"N";15
3395;"2020-06-02 12:30:00";"URB";"432";"4";"27";"0";"N";15
3395;"2020-06-02 12:45:00";"URB";"360";"5";"23";"0";"N";15
3395;"2020-06-02 13:00:00";"URB";"364";"4";"22";"0";"N";14
3395;"2020-06-02 13:15:00";"URB";"359";"4";"21";"0";"N";15
3395;"2020-06-02 13:30:00";"URB";"364";"4";"23";"0";"N";15
3395;"2020-06-02 13:45:00";"URB";"396";"4";"25";"0";"N";15
3395;"2020-06-02 14:00:00";"URB";"352";"3";"23";"0";"N";15
3395;"2020-06-02 14:15:00";"URB";"272";"3";"17";"0";"N";15
3395;"2020-06-02 14:30:00";"URB";"341";"4";"22";"0";"N";15
3395;"2020-06-02 14:45:00";"URB";"355";"4";"23";"0";"N";15
3395;"2020-06-02 15:00:00";"URB";"257";"3";"17";"0";"N";15
3395;"2020-06-02 15:15:00";"URB";"264";"2";"18";"0";"N";15
3395;"2020-06-02 15:30:00";"URB";"228";"3";"14";"0";"N";15
3395;"2020-06-02 15:45:00";"URB";"288";"4";"19";"0";"N";15
3395;"2020-06-02 16:00:00";"URB";"164";"2";"10";"0";"N";15
3395;"2020-06-02 16:15:00";"URB";"260";"4";"15";"0";"N";15
3395;"2020-06-02 16:30:00";"URB";"196";"3";"12";"0";"N";15
3395;"2020-06-02 16:45:00";"URB";"276";"3";"17";"0";"N";15
3395;"2020-06-02 17:00:00";"URB";"244";"3";"15";"0";"N";15
3395;"2020-06-02 17:15:00";"URB";"264";"3";"18";"0";"N";15
3395;"2020-06-02 17:30:00";"URB";"252";"2";"17";"0";"N";15
3395;"2020-06-02 17:45:00";"URB";"293";"3";"19";"0";"N";15
3395;"2020-06-02 18:00:00";"URB";"420";"5";"27";"0";"N";11
3395;"2020-06-02 18:15:00";"URB";"304";"2";"20";"0";"N";15
3395;"2020-06-02 18:30:00";"URB";"291";"4";"18";"0";"N";15
3395;"2020-06-02 18:45:00";"URB";"281";"2";"18";"0";"N";15
3395;"2020-06-02 19:00:00";"URB";"248";"3";"15";"0";"N";15
3395;"2020-06-02 19:15:00";"URB";"248";"3";"15";"0";"N";15
3395;"2020-06-02 19:30:00";"URB";"240";"3";"16";"0";"N";15
3395;"2020-06-02 19:45:00";"URB";"285";"3";"18";"0";"N";15
3395;"2020-06-02 20:00:00";"URB";"212";"3";"13";"0";"N";15
3395;"2020-06-02 20:15:00";"URB";"279";"2";"20";"0";"N";15
3395;"2020-06-02 20:30:00";"URB";"285";"3";"18";"0";"N";15
3395;"2020-06-02 20:45:00";"URB";"244";"3";"15";"0";"N";15
3395;"2020-06-02 21:00:00";"URB";"229";"3";"14";"0";"N";15
3395;"2020-06-02 21:15:00";"URB";"229";"2";"15";"0";"N";15
3395;"2020-06-02 21:30:00";"URB";"147";"2";"9";"0";"N";15
3395;"2020-06-02 21:45:00";"URB";"211";"2";"14";"0";"N";15
3395;"2020-06-02 22:00:00";"URB";"121";"1";"8";"0";"N";15
3395;"2020-06-02 22:15:00";"URB";"104";"1";"6";"0";"N";15
3395;"2020-06-02 22:30:00";"URB";"176";"2";"10";"0";"N";15
3395;"2020-06-02 22:45:00";"URB";"104";"1";"6";"0";"N";15
3395;"2020-06-02 23:00:00";"URB";"125";"1";"7";"0";"N";15
3395;"2020-06-02 23:15:00";"URB";"117";"2";"7";"0";"N";15
3395;"2020-06-02 23:30:00";"URB";"49";"1";"3";"0";"N";15
3395;"2020-06-02 23:45:00";"URB";"80";"1";"5";"0";"N";15
3395;"2020-06-03 00:00:00";"URB";"72";"1";"5";"0";"N";15
3395;"2020-06-03 00:15:00";"URB";"72";"0";"4";"0";"N";15
3395;"2020-06-03 00:30:00";"URB";"51";"1";"4";"0";"N";14
3395;"2020-06-03 00:45:00";"URB";"79";"1";"5";"0";"N";15
3395;"2020-06-03 01:00:00";"URB";"72";"0";"4";"0";"N";15
3395;"2020-06-03 01:15:00";"URB";"68";"1";"3";"0";"N";8
3395;"2020-06-03 01:30:00";"URB";"44";"1";"4";"0";"N";15
3395;"2020-06-03 01:45:00";"URB";"52";"1";"4";"0";"N";14
3395;"2020-06-03 02:00:00";"URB";"32";"0";"2";"0";"N";13
3395;"2020-06-03 02:15:00";"URB";"40";"0";"2";"0";"N";15
3395;"2020-06-03 02:30:00";"URB";"18";"0";"1";"0";"N";10
3395;"2020-06-03 02:45:00";"URB";"22";"0";"1";"0";"N";11
3395;"2020-06-03 03:00:00";"URB";"16";"1";"2";"0";"N";11
3395;"2020-06-03 03:15:00";"URB";"16";"1";"2";"0";"N";11
3395;"2020-06-03 03:30:00";"URB";"34";"1";"3";"0";"N";11
3395;"2020-06-03 04:00:00";"URB";"12";"1";"1";"0";"N";5
3395;"2020-06-03 04:30:00";"URB";"17";"1";"1";"0";"N";7
3395;"2020-06-03 04:45:00";"URB";"0";"0";"0";"0";"N";4
3395;"2020-06-03 05:30:00";"URB";"60";"0";"0";"0";"N";1
3395;"2020-06-03 05:45:00";"URB";"24";"1";"2";"0";"N";5
3395;"2020-06-03 06:00:00";"URB";"13";"0";"1";"0";"N";14
3395;"2020-06-03 06:15:00";"URB";"0";"0";"0";"0";"N";1
3395;"2020-06-03 06:30:00";"URB";"38";"1";"3";"0";"N";11
3395;"2020-06-03 06:45:00";"URB";"68";"0";"5";"0";"N";15
3395;"2020-06-03 07:00:00";"URB";"83";"1";"6";"0";"N";15
3395;"2020-06-03 07:15:00";"URB";"94";"1";"7";"0";"N";15
3395;"2020-06-03 07:30:00";"URB";"172";"1";"11";"0";"N";15
3395;"2020-06-03 07:45:00";"URB";"144";"1";"9";"0";"N";15
3395;"2020-06-03 08:00:00";"URB";"343";"4";"22";"0";"N";15
3395;"2020-06-03 08:15:00";"URB";"208";"1";"14";"0";"N";15
3395;"2020-06-03 08:30:00";"URB";"235";"4";"15";"0";"N";13
3395;"2020-06-03 08:45:00";"URB";"231";"3";"15";"0";"N";13
3395;"2020-06-03 09:00:00";"URB";"265";"3";"16";"0";"N";12
3395;"2020-06-03 09:15:00";"URB";"308";"4";"20";"0";"N";15
3395;"2020-06-03 09:30:00";"URB";"308";"3";"19";"0";"N";15
3395;"2020-06-03 09:45:00";"URB";"300";"3";"18";"0";"N";15
3395;"2020-06-03 10:00:00";"URB";"287";"4";"19";"0";"N";15
3395;"2020-06-03 10:15:00";"URB";"353";"4";"21";"0";"N";15
3395;"2020-06-03 10:30:00";"URB";"304";"4";"19";"0";"N";15
3395;"2020-06-03 10:45:00";"URB";"304";"4";"20";"0";"N";15
3395;"2020-06-03 11:00:00";"URB";"328";"3";"22";"0";"N";15
3395;"2020-06-03 11:15:00";"URB";"408";"4";"25";"0";"N";15
3395;"2020-06-03 11:30:00";"URB";"297";"3";"19";"0";"N";15
3395;"2020-06-03 11:45:00";"URB";"376";"4";"24";"0";"N";15
3395;"2020-06-03 12:00:00";"URB";"388";"4";"24";"0";"N";15
3395;"2020-06-03 12:15:00";"URB";"435";"5";"28";"0";"N";15
3395;"2020-06-03 12:30:00";"URB";"424";"6";"28";"0";"N";15
3395;"2020-06-03 12:45:00";"URB";"304";"3";"20";"0";"N";15
3395;"2020-06-03 13:00:00";"URB";"344";"4";"22";"0";"N";15
3395;"2020-06-03 13:15:00";"URB";"384";"3";"24";"0";"N";15
3395;"2020-06-03 13:30:00";"URB";"304";"3";"19";"0";"N";15
3395;"2020-06-03 13:45:00";"URB";"339";"4";"21";"0";"N";15
3395;"2020-06-03 14:00:00";"URB";"327";"4";"22";"0";"N";15
3395;"2020-06-03 14:15:00";"URB";"368";"3";"23";"0";"N";15
3395;"2020-06-03 14:30:00";"URB";"304";"3";"19";"0";"N";15
3395;"2020-06-03 14:45:00";"URB";"300";"3";"20";"0";"N";15
3395;"2020-06-03 15:00:00";"URB";"251";"3";"15";"0";"N";15
3395;"2020-06-03 15:15:00";"URB";"175";"3";"11";"0";"N";15
3395;"2020-06-03 15:30:00";"URB";"299";"3";"18";"0";"N";15
3395;"2020-06-03 15:45:00";"URB";"224";"3";"15";"0";"N";15
3395;"2020-06-03 16:00:00";"URB";"280";"5";"19";"0";"N";15
3395;"2020-06-03 16:15:00";"URB";"136";"2";"9";"0";"N";15
3395;"2020-06-03 16:30:00";"URB";"228";"2";"16";"0";"N";15
3395;"2020-06-03 16:45:00";"URB";"272";"3";"18";"0";"N";15
3395;"2020-06-03 17:00:00";"URB";"243";"2";"15";"0";"N";15
3395;"2020-06-03 17:15:00";"URB";"280";"4";"18";"0";"N";15
3395;"2020-06-03 17:30:00";"URB";"245";"3";"15";"0";"N";15
3395;"2020-06-03 17:45:00";"URB";"260";"4";"18";"0";"N";15
3395;"2020-06-03 18:00:00";"URB";"292";"3";"19";"0";"N";15
3395;"2020-06-03 18:15:00";"URB";"321";"3";"20";"0";"N";15
3395;"2020-06-03 18:30:00";"URB";"292";"3";"19";"0";"N";15
3395;"2020-06-03 18:45:00";"URB";"260";"2";"17";"0";"N";15
3395;"2020-06-03 19:00:00";"URB";"256";"3";"17";"0";"N";15
3395;"2020-06-03 19:15:00";"URB";"301";"4";"19";"0";"N";15
3395;"2020-06-03 19:30:00";"URB";"252";"2";"17";"0";"N";15
3395;"2020-06-03 19:45:00";"URB";"284";"3";"19";"0";"N";15
3395;"2020-06-03 20:00:00";"URB";"220";"2";"15";"0";"N";15
3395;"2020-06-03 20:15:00";"URB";"356";"3";"23";"0";"N";15
3395;"2020-06-03 20:30:00";"URB";"309";"3";"20";"0";"N";15
3395;"2020-06-03 20:45:00";"URB";"284";"2";"19";"0";"N";15
3395;"2020-06-03 21:00:00";"URB";"252";"2";"15";"0";"N";15
3395;"2020-06-03 21:15:00";"URB";"208";"2";"12";"0";"N";15
3395;"2020-06-03 21:30:00";"URB";"200";"3";"14";"0";"N";15
3395;"2020-06-03 21:45:00";"URB";"196";"3";"12";"0";"N";15
3395;"2020-06-03 22:00:00";"URB";"188";"3";"13";"0";"N";15
3395;"2020-06-03 22:15:00";"URB";"96";"1";"5";"0";"N";15
3395;"2020-06-03 22:30:00";"URB";"96";"2";"6";"0";"N";15
3395;"2020-06-03 22:45:00";"URB";"124";"1";"7";"0";"N";15
3395;"2020-06-03 23:00:00";"URB";"144";"1";"9";"0";"N";15
3395;"2020-06-03 23:15:00";"URB";"91";"1";"7";"0";"N";15
3395;"2020-06-03 23:30:00";"URB";"125";"2";"7";"0";"N";15
3395;"2020-06-03 23:45:00";"URB";"71";"1";"5";"0";"N";15
3395;"2020-06-04 00:00:00";"URB";"91";"2";"6";"0";"N";15
3395;"2020-06-04 00:15:00";"URB";"54";"1";"3";"0";"N";10
3395;"2020-06-04 00:30:00";"URB";"68";"1";"5";"0";"N";15
3395;"2020-06-04 00:45:00";"URB";"56";"1";"5";"0";"N";15
3395;"2020-06-04 01:00:00";"URB";"64";"1";"5";"0";"N";15
3395;"2020-06-04 01:15:00";"URB";"40";"1";"2";"0";"N";15
3395;"2020-06-04 01:30:00";"URB";"24";"0";"2";"0";"N";15
3395;"2020-06-04 01:45:00";"URB";"32";"1";"4";"0";"N";15
3395;"2020-06-04 02:00:00";"URB";"40";"0";"5";"0";"N";15
3395;"2020-06-04 02:15:00";"URB";"20";"1";"2";"0";"N";12
3395;"2020-06-04 02:30:00";"URB";"20";"0";"0";"0";"N";3
3395;"2020-06-04 02:45:00";"URB";"53";"1";"3";"0";"N";8
3395;"2020-06-04 03:00:00";"URB";"22";"1";"2";"0";"N";11
3395;"2020-06-04 03:15:00";"URB";"20";"0";"1";"0";"N";9
3395;"2020-06-04 03:30:00";"URB";"0";"0";"0";"0";"N";8
3395;"2020-06-04 03:45:00";"URB";"15";"0";"0";"0";"N";8
3395;"2020-06-04 04:00:00";"URB";"0";"0";"0";"0";"N";2
3395;"2020-06-04 04:30:00";"URB";"24";"1";"2";"0";"N";5
3395;"2020-06-04 05:15:00";"URB";"30";"1";"2";"0";"N";4
3395;"2020-06-04 05:30:00";"URB";"11";"0";"1";"0";"N";11
3395;"2020-06-04 05:45:00";"URB";"0";"0";"0";"0";"N";7
3395;"2020-06-04 06:15:00";"URB";"80";"1";"5";"0";"N";3
3395;"2020-06-04 06:30:00";"URB";"56";"1";"4";"0";"N";15
3395;"2020-06-04 06:45:00";"URB";"80";"1";"4";"0";"N";9
3395;"2020-06-04 07:00:00";"URB";"93";"1";"6";"0";"N";15
3395;"2020-06-04 07:15:00";"URB";"120";"1";"8";"0";"N";15
3395;"2020-06-04 07:30:00";"URB";"156";"2";"9";"0";"N";15
3395;"2020-06-04 07:45:00";"URB";"220";"2";"13";"0";"N";15
3395;"2020-06-04 08:00:00";"URB";"184";"2";"11";"0";"N";15
3395;"2020-06-04 08:15:00";"URB";"272";"3";"17";"0";"N";15
3395;"2020-06-04 08:30:00";"URB";"255";"3";"16";"0";"N";15
3395;"2020-06-04 08:45:00";"URB";"292";"3";"19";"0";"N";14
3395;"2020-06-04 09:00:00";"URB";"263";"3";"17";"0";"N";15
3395;"2020-06-04 09:15:00";"URB";"321";"4";"21";"0";"N";15
3395;"2020-06-04 09:30:00";"URB";"313";"3";"19";"0";"N";15
3395;"2020-06-04 09:45:00";"URB";"305";"3";"20";"0";"N";15
3395;"2020-06-04 10:00:00";"URB";"411";"5";"25";"0";"N";15
3395;"2020-06-04 10:15:00";"URB";"396";"5";"25";"0";"N";15
3395;"2020-06-04 10:30:00";"URB";"324";"4";"20";"0";"N";15
3395;"2020-06-04 10:45:00";"URB";"355";"4";"23";"0";"N";13
3395;"2020-06-04 11:00:00";"URB";"308";"3";"20";"0";"N";15
3395;"2020-06-04 11:15:00";"URB";"400";"4";"26";"0";"N";15
3395;"2020-06-04 11:30:00";"URB";"477";"6";"29";"0";"N";15
3395;"2020-06-04 11:45:00";"URB";"403";"4";"26";"0";"N";15
3395;"2020-06-04 12:00:00";"URB";"404";"4";"25";"0";"N";15
3395;"2020-06-04 12:15:00";"URB";"388";"6";"26";"0";"N";15
3395;"2020-06-04 12:30:00";"URB";"408";"5";"26";"0";"N";15
3395;"2020-06-04 12:45:00";"URB";"392";"4";"23";"0";"N";15
3395;"2020-06-04 13:00:00";"URB";"377";"4";"25";"0";"N";15
3395;"2020-06-04 13:15:00";"URB";"444";"3";"28";"0";"N";15
3395;"2020-06-04 13:30:00";"URB";"419";"3";"26";"0";"N";15
3395;"2020-06-04 13:45:00";"URB";"412";"3";"26";"0";"N";15
3395;"2020-06-04 14:00:00";"URB";"372";"4";"24";"0";"N";15
3395;"2020-06-04 14:15:00";"URB";"428";"4";"27";"0";"N";15
3395;"2020-06-04 14:30:00";"URB";"348";"4";"23";"0";"N";15
3395;"2020-06-04 14:45:00";"URB";"292";"2";"19";"0";"N";15
3395;"2020-06-04 15:00:00";"URB";"276";"4";"17";"0";"N";15
3395;"2020-06-04 15:15:00";"URB";"176";"2";"11";"0";"N";15
3395;"2020-06-04 15:30:00";"URB";"280";"3";"18";"0";"N";15
3395;"2020-06-04 15:45:00";"URB";"203";"2";"12";"0";"N";15
3395;"2020-06-04 16:00:00";"URB";"248";"2";"15";"0";"N";15
3395;"2020-06-04 16:15:00";"URB";"207";"2";"12";"0";"N";15
3395;"2020-06-04 16:30:00";"URB";"152";"3";"9";"0";"N";15
3395;"2020-06-04 16:45:00";"URB";"287";"3";"18";"0";"N";15
3395;"2020-06-04 17:00:00";"URB";"316";"4";"19";"0";"N";15
3395;"2020-06-04 17:15:00";"URB";"253";"4";"16";"0";"N";15
3395;"2020-06-04 17:30:00";"URB";"300";"2";"19";"0";"N";15
3395;"2020-06-04 17:45:00";"URB";"348";"4";"23";"0";"N";15
3395;"2020-06-04 18:00:00";"URB";"360";"4";"22";"0";"N";15
3395;"2020-06-04 18:15:00";"URB";"304";"3";"20";"0";"N";15
3395;"2020-06-04 18:30:00";"URB";"284";"3";"19";"0";"N";15
3395;"2020-06-04 18:45:00";"URB";"316";"3";"21";"0";"N";15
3395;"2020-06-04 19:00:00";"URB";"276";"3";"18";"0";"N";15
3395;"2020-06-04 19:15:00";"URB";"372";"4";"23";"0";"N";15
3395;"2020-06-04 19:30:00";"URB";"260";"3";"16";"0";"N";15
3395;"2020-06-04 19:45:00";"URB";"345";"4";"22";"0";"N";15
3395;"2020-06-04 20:00:00";"URB";"308";"3";"21";"0";"N";15
3395;"2020-06-04 20:15:00";"URB";"313";"4";"20";"0";"N";15
3395;"2020-06-04 20:30:00";"URB";"360";"3";"23";"0";"N";15
3395;"2020-06-04 20:45:00";"URB";"285";"3";"19";"0";"N";15
3395;"2020-06-04 21:00:00";"URB";"251";"3";"15";"0";"N";15
3395;"2020-06-04 21:15:00";"URB";"212";"3";"13";"0";"N";15
3395;"2020-06-04 21:30:00";"URB";"196";"1";"11";"0";"N";15
3395;"2020-06-04 21:45:00";"URB";"236";"3";"15";"0";"N";15
3395;"2020-06-04 22:00:00";"URB";"172";"2";"11";"0";"N";15
3395;"2020-06-04 22:15:00";"URB";"148";"1";"8";"0";"N";15
3395;"2020-06-04 22:30:00";"URB";"120";"2";"8";"0";"N";15
3395;"2020-06-04 22:45:00";"URB";"149";"2";"9";"0";"N";15
3395;"2020-06-04 23:00:00";"URB";"123";"1";"7";"0";"N";15
3395;"2020-06-04 23:15:00";"URB";"100";"2";"7";"0";"N";15
3395;"2020-06-04 23:30:00";"URB";"83";"1";"6";"0";"N";15
3395;"2020-06-04 23:45:00";"URB";"71";"1";"5";"0";"N";15
